ProteinID,Gene,Description,parental_1 Intensity,parental_2 Intensity,parental_3 Intensity,SRB1_1 Intensity,SRB1_2 Intensity,SRB1_3 Intensity
Q9NPI6,DCP1A,mRNA-decapping enzyme 1A,29.7175,29.3647,29.6728,28.5409,28.6631,28.987
Q9NPJ3,ACOT13,Acyl-coenzyme A thioesterase 13,28.7533,28.3841,30.0639,29.1179,28.8529,30.4402
Q9NPJ6,MED4,Mediator of RNA polymerase II transcription subunit 4,25.8571,26.5111,25.6943,27.5363,27.522,26.6118
Q9NPL8,TIMMDC1,"Complex I assembly factor TIMMDC1, mitochondrial",28.1526,28.6217,28.8858,29.2195,29.8288,29.6903
Q9NPQ8,RIC8A,Synembryn-A,25.8986,27.362,25.637,24.3931,26.7759,26.3317
Q9NQ29,LUC7L,Putative RNA-binding protein Luc7-like 1,30.1363,30.224,29.8699,30.0015,29.6553,29.7176
Q9NQ34,TMEM9B,Transmembrane protein 9B,25.954,24.9088,22.991,25.9573,25.9623,25.9128
Q9NQ48,LZTFL1,Leucine zipper transcription factor-like protein 1,25.9787,26.8745,26.1568,25.4209,24.4626,23.8355
Q9NQ50,MRPL40,"39S ribosomal protein L40, mitochondrial",32.3818,32.224,32.2814,32.4756,32.4361,32.4584
Q9NQ55,PPAN,Suppressor of SWI4 1 homolog,29.8329,29.7014,29.7142,30.4184,30.587,30.7641
Q9NQ66,PLCB1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",25.865,27.509,27.5244,25.7838,26.2495,27.1752
Q9NQ84,GPRC5C,G-protein coupled receptor family C group 5 member C,27.816,27.0745,27.384,29.546,29.8516,28.9064
Q9NQ88,TIGAR,"Fructose-2,6-bisphosphatase TIGAR",25.9008,24.1659,26.843,25.2758,25.3407,23.8804
Q9NQ94,A1CF,APOBEC1 complementation factor,32.0165,31.8592,31.9527,32.0354,31.9915,32.006
Q9NQB0,TCF7L2,Transcription factor 7-like 2,26.5702,25.1781,24.0093,26.0058,26.5715,26.9265
Q9NQC3,RTN4,Reticulon-4,33.0318,32.8699,32.5133,32.7907,32.7107,32.5185
Q9NQE9,HINT3,Histidine triad nucleotide-binding protein 3,28.3641,28.6929,28.5633,29.1109,28.9788,28.9268
Q9NQG1,MANBAL,Protein MANBAL,25.6533,26.9695,27.3626,23.5346,28.0939,28.3087
Q9NQG5,RPRD1B,Regulation of nuclear pre-mRNA domain-containing protein 1B,33.0206,32.9882,33.0817,32.0869,32.3764,32.1229
Q9NQG6,MIEF1,Mitochondrial dynamics protein MID51,29.4966,29.6379,29.4631,25.1417,28.6007,28.3573
Q9NQH7,XPNPEP3,Xaa-Pro aminopeptidase 3,29.0979,29.1511,29.6055,30.0038,29.7619,29.8443
Q9NQP4,PFDN4,Prefoldin subunit 4,30.6898,30.3986,30.6395,26.4048,28.9021,28.4463
Q9NQR4,NIT2,Omega-amidase NIT2,30.0137,29.8136,29.6227,28.0089,28.8808,27.3716
Q9NQS1,AVEN,Cell death regulator Aven,27.1814,27.0769,27.4663,25.6418,24.4541,24.3717
Q9NQS7,INCENP,Inner centromere protein,28.839,27.8716,29.1637,29.3414,28.9445,29.5126
Q9NQT4,EXOSC5,Exosome complex component RRP46,28.9918,28.8735,28.6199,29.7561,29.8596,29.4424
Q9NQT5,EXOSC3,Exosome complex component RRP40,31.5819,31.6834,31.5305,32.0059,31.9044,31.942
Q9NQT8,KIF13B,Kinesin-like protein KIF13B,28.6089,28.5633,28.3903,26.957,26.22,26.9285
Q9NQV6,PRDM10,PR domain zinc finger protein 10,24.4338,24.2432,27.4212,27.7457,28.9092,25.5572
Q9NQW6,ANLN,Anillin,30.3458,30.4246,30.5294,29.1321,28.9689,29.5006
Q9NQW7,XPNPEP1,Xaa-Pro aminopeptidase 1,26.9277,27.674,27.5953,26.5778,25.1653,25.0371
Q9NQX3,GPHN,Gephyrin,30.2665,30.7961,30.6966,26.9705,27.4249,27.7074
Q9NQX7,ITM2C,Integral membrane protein 2C,25.1205,24.6524,24.716,25.4474,26.1917,24.6999
Q9NQZ2,UTP3,Something about silencing protein 10,32.0589,32.1204,32.0737,32.7513,32.3611,32.6457
Q9NQZ5,STARD7,"StAR-related lipid transfer protein 7, mitochondrial",25.3725,25.9504,25.2112,25.7725,25.3796,26.1131
Q9NR09,BIRC6,Baculoviral IAP repeat-containing protein 6,25.0557,29.149,28.8559,24.778,24.495,23.6525
Q9NR12,PDLIM7,PDZ and LIM domain protein 7,30.036,29.1173,29.5858,29.0437,29.7814,29.3465
Q9NR19,ACSS2,"Acetyl-coenzyme A synthetase, cytoplasmic",31.2739,31.5753,31.4109,28.6773,28.7417,28.33
Q9NR28,DIABLO,"Diablo homolog, mitochondrial",31.1587,30.9967,31.1541,31.2296,31.1856,31.1245
Q9NR30,DDX21,Nucleolar RNA helicase 2,34.3172,34.3492,34.2119,34.9229,35.1648,35.0958
Q9NR31,SAR1A,GTP-binding protein SAR1a,29.8278,29.9094,29.7492,28.4968,29.3248,28.2593
Q9NR33,POLE4,DNA polymerase epsilon subunit 4,25.9782,24.6843,26.7335,23.8506,23.4255,25.0564
Q9NR45,NANS,Sialic acid synthase,33.1841,33.3761,33.401,29.63,30.0077,29.8632
Q9NR46,SH3GLB2,Endophilin-B2,27.4282,25.3417,24.9154,26.3223,24.8624,24.2866
Q9NR50,EIF2B3,Translation initiation factor eIF-2B subunit gamma,28.8984,29.0063,29.1276,26.5939,26.6339,26.2825
Q9NR56,MBNL1,Muscleblind-like protein 1,32.0441,31.5823,31.5412,32.0686,31.5826,32.0035
Q9NRF9,POLE3,DNA polymerase epsilon subunit 3,31.3506,31.5032,31.5345,30.5632,30.7751,30.5726
Q9NRG0,CHRAC1,Chromatin accessibility complex protein 1,30.0586,29.9039,29.6756,29.3653,29.4057,29.5343
Q9NRG4,SMYD2,N-lysine methyltransferase SMYD2,26.7361,25.3371,28.7472,23.9284,25.7813,24.4207
Q9NRG7,SDR39U1,Epimerase family protein SDR39U1,29.5364,29.5256,29.3203,30.5246,30.4589,30.3999
Q9NRG9,AAAS,Aladin,29.0913,28.6688,28.5655,30.4062,29.329,29.0856
Q9NRK6,ABCB10,"ATP-binding cassette sub-family B member 10, mitochondrial",26.8118,22.7299,26.4072,27.7082,27.2627,27.2242
Q9NRL2,BAZ1A,Bromodomain adjacent to zinc finger domain protein 1A,28.4404,26.3416,25.8589,29.6488,30.2427,29.2055
Q9NRL3,STRN4,Striatin-4,27.1437,26.5862,25.5735,24.4878,24.3945,24.9408
Q9NRN7,AASDHPPT,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,26.8666,28.5577,27.5843,25.487,26.6926,25.5382
Q9NRP0,OSTC,Oligosaccharyltransferase complex subunit OSTC,30.512,30.5208,30.6407,30.6979,30.8545,30.8996
Q9NRP2,CMC2,COX assembly mitochondrial protein 2 homolog,31.1627,30.9813,31.0172,30.5414,30.7119,30.9251
Q9NRP4,SDHAF3,"Succinate dehydrogenase assembly factor 3, mitochondrial",29.6355,29.8026,29.7163,31.103,31.0488,30.8282
Q9NRQ5,SMCO4,Single-pass membrane and coiled-coil domain-containing protein 4,24.5726,22.3645,24.2177,24.1393,24.9888,24.1915
Q9NRR3,CDC42SE2,CDC42 small effector protein 2,29.6345,29.6166,30.7742,31.306,31.0051,29.7216
Q9NRR5,UBQLN4,Ubiquilin-4,30.326,30.3133,30.3519,30.1458,30.1539,29.7671
Q9NRV9,HEBP1,Heme-binding protein 1,30.0503,29.9278,30.2614,29.8953,29.6676,29.4549
Q9NRW7,VPS45,Vacuolar protein sorting-associated protein 45,24.7705,25.2112,25.1612,26.212,28.3727,26.2645
Q9NRX1,PNO1,RNA-binding protein PNO1,27.5628,26.7899,27.2594,27.4228,27.8493,27.5853
Q9NRX2,MRPL17,"39S ribosomal protein L17, mitochondrial",33.4308,33.4583,33.38,33.8166,33.8701,33.9321
Q9NRX4,PHPT1,14 kDa phosphohistidine phosphatase,33.0987,32.9775,33.2563,29.9133,30.1752,29.9696
Q9NRY2,INIP,SOSS complex subunit C,26.6183,26.3368,25.47,23.6514,26.6728,27.0101
Q9NRY4,ARHGAP35,Rho GTPase-activating protein 35,26.8028,24.8342,27.2918,24.589,24.6491,24.5221
Q9NRZ9,HELLS,Lymphoid-specific helicase,26.0825,26.5366,26.7106,25.2218,26.1768,24.876
Q9NS00,C1GALT1,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,28.1751,29.6182,27.9259,29.0523,29.5365,28.8465
Q9NS18,GLRX2,"Glutaredoxin-2, mitochondrial",25.6537,24.8514,24.5262,26.2994,24.8473,25.9725
Q9NS68,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,25.8009,25.7678,25.6764,26.8689,27.3032,27.2024
Q9NS69,TOMM22,Mitochondrial import receptor subunit TOM22 homolog,30.6641,31.0514,30.5731,31.1712,30.8481,31.3597
Q9NS91,RAD18,E3 ubiquitin-protein ligase RAD18,25.7619,24.759,26.7036,28.3586,27.1397,26.1908
Q9NSD9,FARSB,Phenylalanine--tRNA ligase beta subunit,30.7466,31.0431,30.8242,29.4312,30.3479,29.9472
Q9NSE4,IARS2,"Isoleucine--tRNA ligase, mitochondrial",32.5059,32.0396,32.262,32.7711,32.7777,32.5768
Q9NSI2,FAM207A,Protein FAM207A,31.3347,31.2386,31.1953,31.4335,31.1052,31.4393
Q9NSK0,KLC4,Kinesin light chain 4,32.0287,32.1391,32.3529,28.5055,28.2022,28.6341
Q9NSY1,BMP2K,BMP-2-inducible protein kinase,21.8234,25.7505,25.8598,26.5824,23.7636,23.8981
Q9NT62,ATG3,Ubiquitin-like-conjugating enzyme ATG3,27.8323,28.5891,28.3984,25.1394,25.8798,24.2643
Q9NTG7,SIRT3,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",25.9983,25.4741,26.2472,27.952,28.3042,27.7714
Q9NTI5,PDS5B,Sister chromatid cohesion protein PDS5 homolog B,30.677,30.8959,31.1016,30.8057,30.9778,31.2254
Q9NTJ3,SMC4,Structural maintenance of chromosomes protein 4,29.8514,29.7766,29.5491,27.3467,28.3671,28.0516
Q9NTJ5,SACM1L,Phosphatidylinositide phosphatase SAC1,28.1692,27.3502,28.1097,28.7108,29.4342,28.3537
Q9NTK1,DEPP1,Protein DEPP1,26.5372,26.5529,26.0477,26.6719,26.6725,27.4616
Q9NTK5,OLA1,Obg-like ATPase 1,31.9274,31.8212,32.2068,29.8942,30.1983,29.6044
Q9NTX5,ECHDC1,Ethylmalonyl-CoA decarboxylase,29.154,28.9844,29.0541,30.6935,30.377,29.9387
Q9NTZ6,RBM12,RNA-binding protein 12,31.3994,31.4322,31.5921,29.413,28.9887,29.5822
Q9NU22,MDN1,Midasin,26.769,26.9499,27.6946,26.2356,28.4633,28.2624
Q9NU23,LYRM2,LYR motif-containing protein 2,27.6085,27.8335,28.1618,28.6382,28.8701,28.9776
Q9NUB1,ACSS1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",25.5938,27.2095,27.7149,25.0793,27.6981,26.9107
Q9NUI1,DECR2,"Peroxisomal 2,4-dienoyl-CoA reductase",30.2877,30.4201,30.4573,31.0431,30.9126,30.8294
Q9NUJ1,ABHD10,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",28.3136,28.649,28.9719,29.719,29.6797,29.0015
Q9NUK0,MBNL3,Muscleblind-like protein 3,30.3672,30.1254,29.9884,28.5337,28.5696,28.7295
Q9NUL3,STAU2,Double-stranded RNA-binding protein Staufen homolog 2,27.3089,27.1944,26.9102,26.8006,27.4525,26.6312
Q9NUL5,RYDEN,Repressor of yield of DENV protein,28.7809,29.1977,28.9563,23.9474,23.0324,25.5565
Q9NUL7,DDX28,Probable ATP-dependent RNA helicase DDX28,30.9031,30.8845,30.5702,31.6011,31.2945,31.4431
Q9NUM4,TMEM106B,Transmembrane protein 106B,28.5484,27.9951,28.3759,29.5252,29.1769,29.2716
Q9NUP1,BLOC1S4,Biogenesis of lysosome-related organelles complex 1 subunit 4,26.4087,26.0765,25.1631,25.9734,26.0089,24.7535
Q9NUP9,LIN7C,Protein lin-7 homolog C,32.6934,32.4774,32.6332,32.3529,32.4088,32.5789
Q9NUQ2,AGPAT5,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,24.2358,25.0698,26.6559,28.1434,26.9906,27.4952
Q9NUQ3,TXLNG,Gamma-taxilin,28.7797,28.1061,28.94,26.349,26.3708,28.5956
Q9NUQ6,SPATS2L,SPATS2-like protein,32.6059,33.0561,33.0403,30.9513,31.0714,31.3699
Q9NUQ7,UFSP2,Ufm1-specific protease 2,24.9079,24.1687,24.4309,26.0959,26.2626,25.6763
Q9NUQ8,ABCF3,ATP-binding cassette sub-family F member 3,25.5217,26.4607,26.0543,24.7578,24.7724,24.3885
Q9NUQ9,FAM49B,Protein FAM49B,30.0044,29.7048,29.8179,28.2931,29.0004,28.5274
Q9NUU7,DDX19A,ATP-dependent RNA helicase DDX19A,31.6607,31.6919,31.8907,29.5198,29.7003,29.4157
Q9NUV7,SPTLC3,Serine palmitoyltransferase 3,22.8031,26.1968,26.2425,24.9635,25.5774,25.3015
Q9NV31,IMP3,U3 small nucleolar ribonucleoprotein protein IMP3,27.626,24.7819,26.7932,28.3689,28.5092,28.7607
Q9NV56,MRGBP,MRG/MORF4L-binding protein,29.7159,29.4643,29.5983,29.5735,29.8568,29.988
Q9NV88,INTS9,Integrator complex subunit 9,25.656,25.1735,27.0467,26.3835,26.2262,25.9892
Q9NV92,NDFIP2,NEDD4 family-interacting protein 2,25.0901,24.2562,23.653,27.1497,27.5844,27.148
Q9NV96,TMEM30A,Cell cycle control protein 50A,29.0745,28.42,29.0067,29.2543,29.8692,29.8121
Q9NVA1,UQCC1,Ubiquinol-cytochrome-c reductase complex assembly factor 1,24.461,25.5397,24.4952,25.3478,25.5375,25.5763
Q9NVA2,11-Sep,Septin-11,30.5978,30.5173,31.0086,26.6402,29.1576,28.8229
Q9NVC6,MED17,Mediator of RNA polymerase II transcription subunit 17,25.5222,25.6248,23.6265,23.0622,26.2024,27.1892
Q9NVD7,PARVA,Alpha-parvin,28.5492,23.935,27.6601,26.8569,24.6792,25.3175
Q9NVF7,FBXO28,F-box only protein 28,25.5568,25.2289,23.3736,25.5731,26.2962,24.5734
Q9NVG8,TBC1D13,TBC1 domain family member 13,26.7889,26.3073,26.7105,24.4967,24.8556,25.321
Q9NVH0,EXD2,Exonuclease 3'-5' domain-containing protein 2,25.1124,25.0019,25.7198,24.9776,27.7633,27.7259
Q9NVH1,DNAJC11,DnaJ homolog subfamily C member 11,28.0261,28.3557,28.5016,28.8703,30.6559,28.8693
Q9NVH2,INTS7,Integrator complex subunit 7,28.2131,27.1987,28.0401,27.8326,27.8647,27.6263
Q9NVI7,ATAD3A,ATPase family AAA domain-containing protein 3A,34.2257,34.3129,34.0908,34.0722,34.6988,34.714
Q9NVJ2,ARL8B,ADP-ribosylation factor-like protein 8B,28.237,27.7799,27.9583,29.8966,29.7028,29.0597
Q9NVM6,DNAJC17,DnaJ homolog subfamily C member 17,28.131,28.0064,27.9301,26.7902,26.2471,27.0867
Q9NVN8,GNL3L,Guanine nucleotide-binding protein-like 3-like protein,25.0819,25.0063,28.2121,23.2214,27.3782,26.7446
Q9NVP1,DDX18,ATP-dependent RNA helicase DDX18,32.1172,32.0002,31.9729,32.3933,32.557,32.8379
Q9NVP2,ASF1B,Histone chaperone ASF1B,28.9937,28.5495,28.9363,27.4854,27.9458,27.9954
Q9NVS2,MRPS18A,"39S ribosomal protein S18a, mitochondrial",32.4949,31.899,31.9243,32.6,32.5428,32.723
Q9NVS9,PNPO,Pyridoxine-5'-phosphate oxidase,33.7478,33.6763,33.8488,31.8249,31.5943,31.7235
Q9NVT9,ARMC1,Armadillo repeat-containing protein 1,31.2177,31.4042,31.3346,31.0924,31.2354,31.1101
Q9NVU0,POLR3E,DNA-directed RNA polymerase III subunit RPC5,27.7209,27.7127,27.3806,26.2385,27.2782,27.1062
Q9NVU7,SDAD1,Protein SDA1 homolog,30.9589,30.8458,30.9512,31.077,30.9179,31.153
Q9NVV0,TMEM38B,Trimeric intracellular cation channel type B,25.7936,25.9692,24.9165,24.3014,26.5841,25.3662
Q9NVV4,MTPAP,"Poly(A) RNA polymerase, mitochondrial",29.2868,28.7752,29.1713,29.824,29.6094,29.0857
Q9NVZ3,NECAP2,Adaptin ear-binding coat-associated protein 2,29.1789,29.4948,29.5048,28.26,27.6816,28.2728
Q9NW08,POLR3B,DNA-directed RNA polymerase III subunit RPC2,31.5019,31.5384,31.5421,28.4224,31.6186,31.3371
Q9NW13,RBM28,RNA-binding protein 28,31.1397,31.0751,30.9919,30.4244,30.8435,31.0809
Q9NW15,ANO10,Anoctamin-10,25.1521,23.97,24.9243,24.7187,24.8146,23.9933
Q9NW64,RBM22,Pre-mRNA-splicing factor RBM22,30.0776,29.6024,29.9832,30.291,30.2453,30.345
Q9NW68,BSDC1,BSD domain-containing protein 1,27.9422,28.0475,28.2345,24.9006,26.3988,26.7953
Q9NW81,DMAC2,Distal membrane-arm assembly complex protein 2,26.9421,23.3369,26.5036,26.2218,26.3835,26.9505
Q9NW82,WDR70,WD repeat-containing protein 70,30.9289,30.6229,30.4529,28.6182,28.7536,29.3154
Q9NW97,TMEM51,Transmembrane protein 51,26.6061,26.9387,27.2174,27.4082,26.6839,26.8967
Q9NWA0,MED9,Mediator of RNA polymerase II transcription subunit 9,27.3567,29.0408,27.2449,24.9745,28.3187,28.3995
Q9NWB6,ARGLU1,Arginine and glutamate-rich protein 1,29.8516,28.8533,29.3503,29.3854,30.5637,30.4098
Q9NWH9,SLTM,SAFB-like transcription modulator,33.3566,33.3571,33.3761,33.156,33.5419,33.6238
Q9NWM8,FKBP14,Peptidyl-prolyl cis-trans isomerase FKBP14,29.272,29.6696,29.9222,29.0443,28.8473,29.7396
Q9NWS0,PIH1D1,PIH1 domain-containing protein 1,28.9115,28.8413,28.5466,27.0566,26.5911,26.8029
Q9NWT1,PAK1IP1,p21-activated protein kinase-interacting protein 1,30.0091,29.9358,29.4262,30.0707,30.2269,30.0032
Q9NWT8,AURKAIP1,Aurora kinase A-interacting protein,30.9114,30.8522,30.8442,31.1067,30.9341,31.1051
Q9NWU1,OXSM,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",27.6432,25.2906,27.6866,28.8406,26.1043,27.668
Q9NWU2,GID8,Glucose-induced degradation protein 8 homolog,28.0103,27.512,26.6013,27.6173,27.7712,27.469
Q9NWU5,MRPL22,"39S ribosomal protein L22, mitochondrial",30.1261,29.7683,30.191,31.0507,31.3442,30.9428
Q9NWV4,C1orf123,UPF0587 protein C1orf123,29.5112,30.2611,29.7715,23.9135,27.2499,25.4953
Q9NWV8,BABAM1,BRISC and BRCA1-A complex member 1,28.0478,27.6087,26.7043,26.0199,27.2161,26.0423
Q9NWW5,CLN6,Ceroid-lipofuscinosis neuronal protein 6,24.9429,25.0126,24.471,26.3899,26.1048,26.141
Q9NWZ8,GEMIN8,Gem-associated protein 8,27.2442,27.7968,27.3665,25.83,26.2148,26.0864
Q9NX14,NDUFB11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",30.6173,30.5507,30.7865,30.6981,30.5038,30.5066
Q9NX18,SDHAF2,"Succinate dehydrogenase assembly factor 2, mitochondrial",29.2062,29.2916,29.3995,30.832,30.7882,30.9745
Q9NX20,MRPL16,"39S ribosomal protein L16, mitochondrial",31.8098,31.5324,31.1274,31.9947,32.0003,32.4665
Q9NX24,NHP2,H/ACA ribonucleoprotein complex subunit 2,29.5329,29.7152,29.179,29.4964,29.3896,29.7614
Q9NX38,FAM206A,Protein Simiate,23.9987,25.0136,26.7542,25.861,25.0194,23.7594
Q9NX40,OCIAD1,OCIA domain-containing protein 1,32.3595,32.385,32.126,32.1575,32.0983,32.3087
Q9NX46,ADPRHL2,Poly(ADP-ribose) glycohydrolase ARH3,27.6115,28.5577,29.4696,26.819,27.7242,27.8873
Q9NX47,5-Mar,E3 ubiquitin-protein ligase MARCH5,27.5371,27.0756,27.6643,28.9126,29.1299,28.3522
Q9NX55,HYPK,Huntingtin-interacting protein K,30.3518,30.9413,30.627,27.5946,28.7781,23.9396
Q9NX58,LYAR,Cell growth-regulating nucleolar protein,33.1906,33.2392,33.1214,33.2622,33.7,33.7705
Q9NX62,IMPAD1,Inositol monophosphatase 3,29.8079,29.9295,30.0989,29.3549,30.7052,30.476
Q9NX63,CHCHD3,MICOS complex subunit MIC19,34.3151,33.9248,34.2006,33.843,34.2483,34.4452
Q9NX76,CMTM6,CKLF-like MARVEL transmembrane domain-containing protein 6,26.4792,26.2221,27.0104,28.6072,28.3079,28.0736
Q9NXA8,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",29.63,29.6412,29.7435,29.34,29.3852,29.1391
Q9NXB9,ELOVL2,Elongation of very long chain fatty acids protein 2,29.8423,29.4866,29.3953,30.9264,30.6824,30.9005
Q9NXE4,SMPD4,Sphingomyelin phosphodiesterase 4,27.3696,27.3166,26.7693,28.7837,28.6269,28.5818
Q9NXE8,CWC25,Pre-mRNA-splicing factor CWC25 homolog,27.9338,30.8006,30.7957,29.9562,29.9223,29.6433
Q9NXF1,TEX10,Testis-expressed protein 10,28.932,29.4898,28.5006,27.9951,29.3018,29.7174
Q9NXF8,ZDHHC7,Palmitoyltransferase ZDHHC7,24.4932,26.2922,25.6352,26.5277,26.6326,25.4266
Q9NXG2,THUMPD1,THUMP domain-containing protein 1,30.8224,30.9132,30.8792,26.0231,28.7626,28.4044
Q9NXH9,TRMT1,tRNA (guanine(26)-N(2))-dimethyltransferase,29.5781,30.2909,30.0696,28.7136,28.7429,27.9744
Q9NXR1,NDE1,Nuclear distribution protein nudE homolog 1,30.072,30.1316,30.1987,28.8297,28.8594,29.1321
Q9NXR7,BABAM2,BRISC and BRCA1-A complex member 2,26.1808,26.3361,28.485,26.645,26.7039,26.1522
Q9NXS2,QPCTL,Glutaminyl-peptide cyclotransferase-like protein,29.6754,29.2713,29.0793,29.4889,29.5431,29.3909
Q9NXV6,CDKN2AIP,CDKN2A-interacting protein,31.5249,30.935,30.7556,30.1518,30.7955,31.27
Q9NXW9,ALKBH4,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4,26.0639,26.3434,23.9338,25.0973,25.6274,24.0469
Q9NXX6,NSMCE4A,Non-structural maintenance of chromosomes element 4 homolog A,26.2622,24.4735,26.4299,25.0004,28.1579,24.6709
Q9NY12,GAR1,H/ACA ribonucleoprotein complex subunit 1,28.6431,28.8579,28.8291,28.7613,29.0776,29.2214
Q9NY15,STAB1,Stabilin-1,29.4558,29.1911,29.516,29.2512,29.6105,29.4819
Q9NY27,PPP4R2,Serine/threonine-protein phosphatase 4 regulatory subunit 2,31.0598,30.9047,31.0116,28.5541,30.5012,30.0597
Q9NY33,DPP3,Dipeptidyl peptidase 3,31.6805,31.8108,31.7715,29.8244,30.13,29.7864
Q9NY61,AATF,Protein AATF,30.1733,29.8867,30.4334,31.7499,32.2159,32.3205
Q9NY93,DDX56,Probable ATP-dependent RNA helicase DDX56,30.0726,30.2607,29.996,32.3077,32.312,32.2831
Q9NY97,B3GNT2,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",26.8616,26.3517,25.0905,25.9023,25.715,25.1663
Q9NYB0,TERF2IP,Telomeric repeat-binding factor 2-interacting protein 1,30.8845,29.4064,30.6613,27.4558,26.8377,30.3373
Q9NYB9,ABI2,Abl interactor 2,29.8902,29.4261,29.9596,26.9447,28.131,28.3866
Q9NYF8,BCLAF1,Bcl-2-associated transcription factor 1,34.9276,34.8336,34.8386,34.8177,35.2167,35.242
Q9NYG2,ZDHHC3,Palmitoyltransferase ZDHHC3,26.6363,25.2391,25.3543,25.894,26.2768,25.8516
Q9NYH9,UTP6,U3 small nucleolar RNA-associated protein 6 homolog,23.6633,24.566,26.2349,25.0655,26.1826,24.6873
Q9NYJ1,COA4,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial",28.6797,28.2858,28.2828,28.284,28.3166,28.6634
Q9NYJ8,TAB2,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,26.1317,24.7578,26.6519,25.4814,29.4527,24.7858
Q9NYK5,MRPL39,"39S ribosomal protein L39, mitochondrial",31.8051,31.7489,31.4964,32.275,32.9004,32.7632
Q9NYL4,FKBP11,Peptidyl-prolyl cis-trans isomerase FKBP11,29.9084,29.8711,29.6155,31.7371,31.5808,31.6079
Q9NYL9,TMOD3,Tropomodulin-3,31.3887,31.3835,30.6358,29.8569,30.1722,29.885
Q9NYM9,BET1L,BET1-like protein,30.0915,29.9772,29.6746,30.8959,31.0387,30.854
Q9NYP7,ELOVL5,Elongation of very long chain fatty acids protein 5,26.1134,26.2376,24.2985,27.749,27.9277,27.6128
Q9NYR9,NKIRAS2,NF-kappa-B inhibitor-interacting Ras-like protein 2,27.2439,27.5447,27.9588,27.4467,28.2908,27.4053
Q9NYU2,UGGT1,UDP-glucose:glycoprotein glucosyltransferase 1,33.1987,33.1662,32.9809,33.4603,33.5314,33.1978
Q9NYV4,CDK12,Cyclin-dependent kinase 12,32.0957,31.9734,31.989,31.6248,32.2164,32.2537
Q9NYY8,FASTKD2,"FAST kinase domain-containing protein 2, mitochondrial",24.8893,25.3791,25.147,26.5895,26.4148,26.0292
Q9NYZ1,TVP23B,Golgi apparatus membrane protein TVP23 homolog B,23.9365,24.8642,24.9956,25.4225,25.1014,26.1171
Q9NZ01,TECR,Very-long-chain enoyl-CoA reductase,33.2283,33.0711,33.0515,33.3626,33.3254,33.2318
Q9NZ08,ERAP1,Endoplasmic reticulum aminopeptidase 1,24.2575,26.1158,25.0494,26.7565,26.7918,26.1552
Q9NZ32,ACTR10,Actin-related protein 10,25.9598,26.3126,26.6473,25.6985,25.2278,24.7209
Q9NZ43,USE1,Vesicle transport protein USE1,27.7079,27.26,27.8248,28.3814,28.5229,28.2926
Q9NZ45,CISD1,CDGSH iron-sulfur domain-containing protein 1,31.3817,30.8992,31.2707,31.4296,31.64,31.4464
Q9NZ63,C9orf78,Telomere length and silencing protein 1 homolog,29.216,29.1125,30.0242,26.0708,28.0576,27.3006
Q9NZ72,STMN3,Stathmin-3,25.72,23.9254,22.3708,25.341,25.2882,24.7383
Q9NZB2,FAM120A,Constitutive coactivator of PPAR-gamma-like protein 1,30.8574,30.283,30.6256,29.4916,29.8787,29.4797
Q9NZC3,GDE1,Glycerophosphodiester phosphodiesterase 1,25.7282,25.1212,30.4357,25.2335,26.2483,30.8981
Q9NZC9,SMARCAL1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,27.0686,26.3373,28.3915,23.6349,24.7794,24.5979
Q9NZD8,SPG21,Maspardin,27.2792,27.1608,27.7252,28.3948,28.0874,27.5973
Q9NZE8,MRPL35,"39S ribosomal protein L35, mitochondrial",31.1833,30.7728,31.0093,31.2544,31.3332,31.4209
Q9NZI8,IGF2BP1,Insulin-like growth factor 2 mRNA-binding protein 1,36.1078,36.164,36.165,35.3759,35.5284,35.5174
Q9NZJ5,EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3,25.0977,25.2795,24.313,26.1412,26.1699,26.7617
Q9NZJ6,COQ3,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",24.9418,23.8298,24.736,25.5521,26.4622,26.1933
Q9NZJ7,MTCH1,Mitochondrial carrier homolog 1,28.3011,28.4924,27.9602,29.7825,29.7298,28.9739
Q9NZL9,MAT2B,Methionine adenosyltransferase 2 subunit beta,31.2878,31.1334,31.4061,28.3089,28.6679,28.2876
