ProteinID,Gene,Proximity_Shift_Score,p.value,adj.p.value,significance,significance_raw
Q96BR5,COA7,0.526681224,0.273024301,0.58661425,Not Significant,Not Significant
O94973,AP2A2,-0.548499019,0.273375131,0.586756378,Not Significant,Not Significant
P50502,ST13,0.874201934,0.274254129,0.588045401,Not Significant,Not Significant
P52209,PGD,-1.079486875,0.276404082,0.591615127,Not Significant,Not Significant
Q8N392,ARHGAP18,2.475985373,0.276479228,0.591615127,Not Significant,Not Significant
P26599,PTBP1,0.170732367,0.276925456,0.591723453,Not Significant,Not Significant
Q86TG7,PEG10,0.437934861,0.277090196,0.591723453,Not Significant,Not Significant
Q9H2U2,PPA2,0.817945212,0.278444589,0.594015123,Not Significant,Not Significant
Q8NHH9,ATL2,0.724213106,0.279440778,0.595538773,Not Significant,Not Significant
P22102,GART,-1.029419533,0.280614695,0.597165911,Not Significant,Not Significant
Q12824,SMARCB1,2.033981556,0.280769768,0.597165911,Not Significant,Not Significant
P39019,RPS19,1.07527272,0.281731739,0.598609086,Not Significant,Not Significant
P51665,PSMD7,2.806107509,0.283677733,0.601581562,Not Significant,Not Significant
Q16555,DPYSL2,-1.41073086,0.283700396,0.601581562,Not Significant,Not Significant
Q13148,TARDBP,0.164558014,0.284487316,0.602041294,Not Significant,Not Significant
Q86VM9,ZC3H18,-1.089491043,0.284452059,0.602041294,Not Significant,Not Significant
O43242,PSMD3,-0.589455031,0.288084935,0.6048132,Not Significant,Not Significant
O95433,AHSA1,3.076694732,0.287357584,0.6048132,Not Significant,Not Significant
P02649,APOE,2.035028986,0.28619292,0.6048132,Not Significant,Not Significant
P14678,SNRPB,-0.141961776,0.287704854,0.6048132,Not Significant,Not Significant
P22307,SCP2,-0.904753988,0.287840073,0.6048132,Not Significant,Not Significant
P42285,MTREX,3.081711484,0.288006079,0.6048132,Not Significant,Not Significant
P84098,RPL19,-4.21272029,0.289233585,0.6048132,Not Significant,Not Significant
Q15397,PUM3,2.343743002,0.288649868,0.6048132,Not Significant,Not Significant
Q16762,TST,0.296353828,0.288788734,0.6048132,Not Significant,Not Significant
Q8N684,CPSF7,0.622313711,0.28901037,0.6048132,Not Significant,Not Significant
Q9NXR1,NDE1,4.193306716,0.288857834,0.6048132,Not Significant,Not Significant
Q9NZE8,MRPL35,-0.825680472,0.287847358,0.6048132,Not Significant,Not Significant
P53618,COPB1,-0.929882026,0.289618605,0.605019281,Not Significant,Not Significant
O75521,ECI2,0.277802616,0.290549965,0.606365143,Not Significant,Not Significant
P23368,ME2,0.412441231,0.291161331,0.606985514,Not Significant,Not Significant
P61970,NUTF2,2.46546505,0.291422022,0.606985514,Not Significant,Not Significant
P46087,NOP2,0.318780261,0.291760399,0.607091588,Not Significant,Not Significant
O95302,FKBP9,2.047350222,0.292144383,0.607170488,Not Significant,Not Significant
Q9NWB6,ARGLU1,1.009396117,0.292373289,0.607170488,Not Significant,Not Significant
O60832,DKC1,-0.166339127,0.293450093,0.608210595,Not Significant,Not Significant
Q4KMQ2,ANO6,1.635307037,0.293177288,0.608210595,Not Significant,Not Significant
P68371,TUBB4B,-0.21658734,0.293788976,0.608315997,Not Significant,Not Significant
O43823,AKAP8,-1.004759514,0.295020643,0.609297382,Not Significant,Not Significant
P09110,ACAA1,2.787456117,0.29512842,0.609297382,Not Significant,Not Significant
Q13586,STIM1,0.571421325,0.294651942,0.609297382,Not Significant,Not Significant
Q96A26,FAM162A,0.916012415,0.295446643,0.6093587,Not Significant,Not Significant
P24752,ACAT1,0.523813706,0.296341519,0.610194537,Not Significant,Not Significant
P32322,PYCR1,0.168727393,0.296429733,0.610194537,Not Significant,Not Significant
P11310,ACADM,-1.64414643,0.298187464,0.610693975,Not Significant,Not Significant
P52597,HNRNPF,-0.088315775,0.298407283,0.610693975,Not Significant,Not Significant
P62081,RPS7,1.202964267,0.29727672,0.610693975,Not Significant,Not Significant
P62854,RPS26,-0.6712305,0.298255644,0.610693975,Not Significant,Not Significant
P78417,GSTO1,0.843959619,0.297586019,0.610693975,Not Significant,Not Significant
Q02543,RPL18A,-0.242663999,0.298337872,0.610693975,Not Significant,Not Significant
P40189,IL6ST,-5.162325678,0.299060823,0.610847639,Not Significant,Not Significant
Q99538,LGMN,4.276643417,0.29902343,0.610847639,Not Significant,Not Significant
Q6NYC1,JMJD6,2.416858178,0.300285942,0.612757401,Not Significant,Not Significant
P99999,CYCS,-0.955443781,0.300580349,0.612766117,Not Significant,Not Significant
Q15717,ELAVL1,-0.263372288,0.301135099,0.613305042,Not Significant,Not Significant
Q3LXA3,TKFC,2.845868241,0.301679463,0.613821798,Not Significant,Not Significant
P82650,MRPS22,0.840872827,0.303966351,0.61696393,Not Significant,Not Significant
Q13185,CBX3,0.730762892,0.304017945,0.61696393,Not Significant,Not Significant
Q9Y6Y8,SEC23IP,-2.433724687,0.304100119,0.61696393,Not Significant,Not Significant
P78371,CCT2,0.619263451,0.306661413,0.62108466,Not Significant,Not Significant
Q9BZE1,MRPL37,3.064565137,0.306719366,0.62108466,Not Significant,Not Significant
O95159,ZFPL1,-2.171640827,0.30800113,0.622296718,Not Significant,Not Significant
Q9BRQ6,CHCHD6,2.985668957,0.308201878,0.622296718,Not Significant,Not Significant
Q9Y265,RUVBL1,0.362677712,0.30774711,0.622296718,Not Significant,Not Significant
P36507,MAP2K2,-2.407332725,0.308617791,0.622541332,Not Significant,Not Significant
O60506,SYNCRIP,0.394850298,0.309602051,0.622654381,Not Significant,Not Significant
P23919,DTYMK,2.183328205,0.311335464,0.622654381,Not Significant,Not Significant
P27144,AK4,0.623452013,0.311746721,0.622654381,Not Significant,Not Significant
P42166,TMPO,1.11864013,0.310872958,0.622654381,Not Significant,Not Significant
P49790,NUP153,-4.064695711,0.31093785,0.622654381,Not Significant,Not Significant
P63173,RPL38,-0.237876431,0.310381817,0.622654381,Not Significant,Not Significant
Q01105,SET,-8.346790572,0.31250646,0.622654381,Not Significant,Not Significant
Q5JRA6,MIA3,1.669958809,0.311756264,0.622654381,Not Significant,Not Significant
Q9BRF8,CPPED1,18.31317415,0.312494042,0.622654381,Not Significant,Not Significant
Q9BT78,COPS4,2.116364135,0.31216107,0.622654381,Not Significant,Not Significant
Q9Y3D5,MRPS18C,1.538116273,0.311242357,0.622654381,Not Significant,Not Significant
Q9Y3E5,PTRH2,1.335432105,0.312237374,0.622654381,Not Significant,Not Significant
Q9Y6I3,EPN1,0.861737438,0.310315764,0.622654381,Not Significant,Not Significant
P04179,SOD2,-3.681049393,0.313343587,0.623146569,Not Significant,Not Significant
Q8NE71,ABCF1,4.182803072,0.313252202,0.623146569,Not Significant,Not Significant
Q7Z7H8,MRPL10,1.750093528,0.314111456,0.624085979,Not Significant,Not Significant
Q9HCD5,NCOA5,-1.066268258,0.314569298,0.62440823,Not Significant,Not Significant
Q13123,IK,1.1946692,0.316527628,0.62683102,Not Significant,Not Significant
Q99471,PFDN5,-3.622833899,0.316593264,0.62683102,Not Significant,Not Significant
Q9NZ01,TECR,-0.926874888,0.316680255,0.62683102,Not Significant,Not Significant
Q8NBJ7,SUMF2,2.078178672,0.317291368,0.627452592,Not Significant,Not Significant
P63167,DYNLL1,-0.738579512,0.320026039,0.631087763,Not Significant,Not Significant
Q8IXB1,DNAJC10,0.513565641,0.31988049,0.631087763,Not Significant,Not Significant
Q99497,PARK7,8.980905284,0.319720537,0.631087763,Not Significant,Not Significant
O95218,ZRANB2,0.687055486,0.320715352,0.631857112,Not Significant,Not Significant
Q6PI48,DARS2,1.220920477,0.321304172,0.632427224,Not Significant,Not Significant
P51812,RPS6KA3,-1.507372983,0.322752489,0.633586283,Not Significant,Not Significant
Q15417,CNN3,-7.465071377,0.322793012,0.633586283,Not Significant,Not Significant
Q5TDH0,DDI2,4.004632882,0.322520964,0.633586283,Not Significant,Not Significant
P35249,RFC4,-1.193465946,0.323276252,0.633945631,Not Significant,Not Significant
P62805,HIST1H4A,-0.606182362,0.32370741,0.634202272,Not Significant,Not Significant
Q9UK22,FBXO2,2.62774061,0.324325962,0.634825238,Not Significant,Not Significant
Q06587,RING1,0.807337617,0.32505707,0.634920217,Not Significant,Not Significant
Q15424,SAFB,-0.582099036,0.325022219,0.634920217,Not Significant,Not Significant
Q9P0L0,VAPA,1.84409466,0.325276361,0.634920217,Not Significant,Not Significant
Q01130,SRSF2,-0.447209244,0.325602724,0.63497041,Not Significant,Not Significant
O75874,IDH1,-0.595528183,0.326134862,0.635421429,Not Significant,Not Significant
O43390,HNRNPR,0.195358554,0.328073452,0.637036754,Not Significant,Not Significant
P08195,SLC3A2,2.338329988,0.329930293,0.637036754,Not Significant,Not Significant
P14625,HSP90B1,0.178273446,0.329391706,0.637036754,Not Significant,Not Significant
P25205,MCM3,1.490991943,0.32898117,0.637036754,Not Significant,Not Significant
P51610,HCFC1,1.28024858,0.328264929,0.637036754,Not Significant,Not Significant
P58876,HIST1H2BD,-0.195434831,0.329285288,0.637036754,Not Significant,Not Significant
Q16630,CPSF6,0.235954381,0.32974837,0.637036754,Not Significant,Not Significant
Q8TE67,EPS8L3,4.998535938,0.329236375,0.637036754,Not Significant,Not Significant
Q96JM3,CHAMP1,1.963856588,0.329980213,0.637036754,Not Significant,Not Significant
Q9Y3A6,TMED5,1.619838001,0.329250566,0.637036754,Not Significant,Not Significant
Q02790,FKBP4,-1.942770189,0.330860589,0.638153026,Not Significant,Not Significant
Q8NBX0,SCCPDH,3.334416122,0.331637069,0.639067053,Not Significant,Not Significant
P09622,DLD,0.110573399,0.335084311,0.644973142,Not Significant,Not Significant
Q96KP4,CNDP2,2.224797439,0.335312742,0.644973142,Not Significant,Not Significant
Q9BZE4,GTPBP4,1.354605634,0.337028225,0.647094192,Not Significant,Not Significant
Q9NYL4,FKBP11,8.518570422,0.336803923,0.647094192,Not Significant,Not Significant
O95573,ACSL3,1.613264872,0.338133242,0.648130365,Not Significant,Not Significant
Q8WVM8,SCFD1,0.401866251,0.338181658,0.648130365,Not Significant,Not Significant
Q13177,PAK2,25.9745061,0.338739302,0.648610522,Not Significant,Not Significant
Q9NQT5,EXOSC3,1.873911521,0.339596889,0.649663614,Not Significant,Not Significant
P0DMM9,SULT1A3,4.345156376,0.34117297,0.650909948,Not Significant,Not Significant
P13073,COX4I1,0.850048696,0.340920807,0.650909948,Not Significant,Not Significant
Q9BY49,PECR,0.769477453,0.341054108,0.650909948,Not Significant,Not Significant
O60888,CUTA,-1.180463691,0.341947788,0.651799393,Not Significant,Not Significant
O75934,BCAS2,2.253968348,0.343800181,0.651800701,Not Significant,Not Significant
O95202,LETM1,0.414669135,0.343553053,0.651800701,Not Significant,Not Significant
P60866,RPS20,0.285494969,0.34365929,0.651800701,Not Significant,Not Significant
Q06830,PRDX1,-2.308464031,0.343225262,0.651800701,Not Significant,Not Significant
Q96A33,CCDC47,1.531746793,0.343436495,0.651800701,Not Significant,Not Significant
Q96GC5,MRPL48,3.775726652,0.343063364,0.651800701,Not Significant,Not Significant
P48047,ATP5O,0.291909362,0.345182159,0.653247956,Not Significant,Not Significant
P49591,SARS,-0.618671977,0.34489837,0.653247956,Not Significant,Not Significant
O00170,AIP,2.647203755,0.346228785,0.654544516,Not Significant,Not Significant
P52907,CAPZA1,0.955639318,0.346797023,0.654544516,Not Significant,Not Significant
Q13162,PRDX4,0.627053087,0.346708109,0.654544516,Not Significant,Not Significant
P14866,HNRNPL,0.162571628,0.347167033,0.654657833,Not Significant,Not Significant
O00541,PES1,0.635161606,0.349170384,0.656149488,Not Significant,Not Significant
O94760,DDAH1,-29.71217605,0.349373706,0.656149488,Not Significant,Not Significant
P09543,CNP,0.255645611,0.349511446,0.656149488,Not Significant,Not Significant
P26885,FKBP2,2.420388352,0.349026857,0.656149488,Not Significant,Not Significant
Q8WU90,ZC3H15,0.804999096,0.349238681,0.656149488,Not Significant,Not Significant
Q01995,TAGLN,-4.740528344,0.350423232,0.657276968,Not Significant,Not Significant
Q7Z2K6,ERMP1,0.845973286,0.351768458,0.658630304,Not Significant,Not Significant
Q9Y678,COPG1,0.618660904,0.35159059,0.658630304,Not Significant,Not Significant
Q15031,LARS2,2.199197834,0.352489497,0.659395763,Not Significant,Not Significant
Q15369,ELOC,-8.743628276,0.352803764,0.659399602,Not Significant,Not Significant
P08133,ANXA6,1.48371333,0.353614678,0.660330857,Not Significant,Not Significant
Q9BYD3,MRPL4,-6.866858079,0.354378802,0.661173171,Not Significant,Not Significant
Q9HCE1,MOV10,3.188686929,0.355332193,0.662366807,Not Significant,Not Significant
P82673,MRPS35,3.715991093,0.355796049,0.662646611,Not Significant,Not Significant
P35221,CTNNA1,2.314291449,0.357012556,0.663260685,Not Significant,Not Significant
P48735,IDH2,-0.124494422,0.357377214,0.663260685,Not Significant,Not Significant
Q8N1G4,LRRC47,1.788115293,0.356459127,0.663260685,Not Significant,Not Significant
Q99732,LITAF,5.192770565,0.357381941,0.663260685,Not Significant,Not Significant
Q00325,SLC25A3,0.996051439,0.359531164,0.665011294,Not Significant,Not Significant
Q02878,RPL6,-0.41865217,0.360546682,0.665011294,Not Significant,Not Significant
Q92544,TM9SF4,0.415369147,0.359966334,0.665011294,Not Significant,Not Significant
Q92973,TNPO1,1.63212489,0.35896714,0.665011294,Not Significant,Not Significant
Q96A35,MRPL24,-1.518308485,0.360473485,0.665011294,Not Significant,Not Significant
Q9C0E8,LNPK,0.919396658,0.360332855,0.665011294,Not Significant,Not Significant
Q9GZL7,WDR12,1.257097872,0.360844196,0.665011294,Not Significant,Not Significant
Q9NP92,MRPS30,-0.966548512,0.36079802,0.665011294,Not Significant,Not Significant
Q86VR2,RETREG3,0.868183015,0.361777651,0.666149451,Not Significant,Not Significant
Q9UNM6,PSMD13,1.381021387,0.362092599,0.666149451,Not Significant,Not Significant
Q12849,GRSF1,5.994336651,0.363556569,0.667504837,Not Significant,Not Significant
Q7Z434,MAVS,1.527621965,0.363777494,0.667504837,Not Significant,Not Significant
Q9UBQ7,GRHPR,-1.965251805,0.363460842,0.667504837,Not Significant,Not Significant
P53396,ACLY,-0.577402737,0.364117486,0.667548725,Not Significant,Not Significant
O14818,PSMA7,3.417662718,0.364626105,0.667901418,Not Significant,Not Significant
Q9BSC4,NOL10,2.951367499,0.365299227,0.668554565,Not Significant,Not Significant
Q969M3,YIPF5,0.347794633,0.36583763,0.668960238,Not Significant,Not Significant
Q9NQ55,PPAN,2.468315305,0.366900589,0.670323568,Not Significant,Not Significant
P43121,MCAM,2.41093496,0.367847089,0.671289339,Not Significant,Not Significant
Q13423,NNT,1.760090578,0.368382739,0.671289339,Not Significant,Not Significant
Q15436,SEC23A,-0.579450763,0.368143409,0.671289339,Not Significant,Not Significant
Q15785,TOMM34,-1.817336887,0.368980056,0.671798171,Not Significant,Not Significant
Q03154,ACY1,-2.872683914,0.369996457,0.673068491,Not Significant,Not Significant
P30086,PEBP1,2.420651994,0.370676176,0.673724685,Not Significant,Not Significant
P61586,RHOA,4.903494088,0.371351742,0.674372209,Not Significant,Not Significant
Q9Y399,MRPS2,-9.782971699,0.371847899,0.674693096,Not Significant,Not Significant
Q7Z5L9,IRF2BP2,1.011906992,0.373310461,0.676765402,Not Significant,Not Significant
P54105,CLNS1A,-1.123705604,0.374247861,0.677591509,Not Significant,Not Significant
Q9HAC7,SUGCT,2.109618663,0.374407808,0.677591509,Not Significant,Not Significant
P18887,XRCC1,-0.380520152,0.378990047,0.685297071,Not Significant,Not Significant
Q14684,RRP1B,1.775556818,0.380372271,0.686253693,Not Significant,Not Significant
Q9H0U4,RAB1B,-1.553544771,0.380871523,0.686253693,Not Significant,Not Significant
Q9NUB1,ACSS1,0.216470475,0.379847237,0.686253693,Not Significant,Not Significant
Q9Y285,FARSA,0.957597049,0.381143742,0.686253693,Not Significant,Not Significant
Q9Y5A9,YTHDF2,0.585527262,0.381077162,0.686253693,Not Significant,Not Significant
O00303,EIF3F,1.191425907,0.382161271,0.687499662,Not Significant,Not Significant
Q9Y4P3,TBL2,1.675242859,0.383228079,0.688832088,Not Significant,Not Significant
P04181,OAT,0.191605979,0.383945914,0.68953552,Not Significant,Not Significant
Q13263,TRIM28,0.365251961,0.384395047,0.689755598,Not Significant,Not Significant
Q8TAT6,NPLOC4,1.029457539,0.38484249,0.689972274,Not Significant,Not Significant
P61158,ACTR3,0.479835631,0.386224344,0.691769784,Not Significant,Not Significant
Q9Y224,RTRAF,0.823440482,0.386500163,0.691769784,Not Significant,Not Significant
O43681,ASNA1,0.626610456,0.387259829,0.692483355,Not Significant,Not Significant
P12931,SRC,1.695044996,0.387882485,0.692483355,Not Significant,Not Significant
P49821,NDUFV1,-0.491051099,0.387587745,0.692483355,Not Significant,Not Significant
Q53GS9,USP39,0.75368287,0.388832178,0.693007224,Not Significant,Not Significant
Q96HR9,REEP6,-3.025853345,0.388818397,0.693007224,Not Significant,Not Significant
P49773,HINT1,5.782971159,0.38986949,0.693964042,Not Significant,Not Significant
Q15366,PCBP2,-1.612043248,0.390354774,0.693964042,Not Significant,Not Significant
Q53EL6,PDCD4,-0.586231207,0.390340261,0.693964042,Not Significant,Not Significant
O94903,PLPBP,-7.230448563,0.391511739,0.694173247,Not Significant,Not Significant
P33176,KIF5B,-2.586641011,0.391476133,0.694173247,Not Significant,Not Significant
P63261,ACTG1,-1.025356612,0.392292999,0.694173247,Not Significant,Not Significant
Q5T440,IBA57,1.884743918,0.391557505,0.694173247,Not Significant,Not Significant
Q96AQ6,PBXIP1,0.750497588,0.392444534,0.694173247,Not Significant,Not Significant
Q9Y3C6,PPIL1,3.066886445,0.392295452,0.694173247,Not Significant,Not Significant
Q8N766,EMC1,1.815163852,0.393788882,0.6959683,Not Significant,Not Significant
P29966,MARCKS,2.433616481,0.39415584,0.696034394,Not Significant,Not Significant
Q06323,PSME1,-0.705152712,0.39567787,0.698138397,Not Significant,Not Significant
Q96B26,EXOSC8,0.487237997,0.396691451,0.699342525,Not Significant,Not Significant
O60716,CTNND1,1.660785082,0.397695054,0.700527068,Not Significant,Not Significant
P00491,PNP,0.840694998,0.39932939,0.702819727,Not Significant,Not Significant
Q14151,SAFB2,-0.328811533,0.40056092,0.704400219,Not Significant,Not Significant
O96008,TOMM40,2.03312314,0.401372108,0.705239511,Not Significant,Not Significant
O75431,MTX2,3.411068941,0.40228859,0.706262263,Not Significant,Not Significant
Q9NUM4,TMEM106B,1.272756397,0.403781357,0.708294207,Not Significant,Not Significant
Q7RTV0,PHF5A,-0.392314995,0.404468546,0.708910845,Not Significant,Not Significant
P35241,RDX,0.969824132,0.405792286,0.710052451,Not Significant,Not Significant
Q86X29,LSR,-2.570409847,0.405741526,0.710052451,Not Significant,Not Significant
O75251,NDUFS7,0.679540202,0.408602826,0.71084775,Not Significant,Not Significant
O95210,STBD1,1.004555065,0.408087429,0.71084775,Not Significant,Not Significant
P11177,PDHB,0.943877878,0.407467173,0.71084775,Not Significant,Not Significant
Q6PKG0,LARP1,2.182911063,0.407137366,0.71084775,Not Significant,Not Significant
Q71UM5,RPS27L,0.58118347,0.406835045,0.71084775,Not Significant,Not Significant
Q9Y237,PIN4,11.5411639,0.408283554,0.71084775,Not Significant,Not Significant
Q9Y4G6,TLN2,1.208953989,0.408431978,0.71084775,Not Significant,Not Significant
O95571,ETHE1,0.303874565,0.410991525,0.71326387,Not Significant,Not Significant
P30049,ATP5F1D,0.583012323,0.411004796,0.71326387,Not Significant,Not Significant
Q9NWH9,SLTM,-0.382607818,0.410352121,0.71326387,Not Significant,Not Significant
O75208,COQ9,0.867025724,0.411344435,0.713267198,Not Significant,Not Significant
Q969E2,SCAMP4,1.187387239,0.412714958,0.715056597,Not Significant,Not Significant
O43809,NUDT21,0.772612635,0.413196665,0.715230937,Not Significant,Not Significant
Q9BZZ5,API5,-0.292255682,0.413492885,0.715230937,Not Significant,Not Significant
P02792,FTL,4.227442284,0.415117937,0.71569721,Not Significant,Not Significant
P18031,PTPN1,1.190359137,0.414836496,0.71569721,Not Significant,Not Significant
Q8WUM4,PDCD6IP,2.771072418,0.414363702,0.71569721,Not Significant,Not Significant
Q9NRP0,OSTC,-1.352553037,0.415070927,0.71569721,Not Significant,Not Significant
P62280,RPS11,-0.259006337,0.41600378,0.716639464,Not Significant,Not Significant
O43493,TGOLN2,-0.591730928,0.416742387,0.716979184,Not Significant,Not Significant
Q6P1X6,C8orf82,0.337424514,0.416879942,0.716979184,Not Significant,Not Significant
O15400,STX7,0.586394707,0.419998365,0.718248217,Not Significant,Not Significant
P41227,NAA10,4.666253493,0.419258542,0.718248217,Not Significant,Not Significant
P51148,RAB5C,0.44943737,0.418142065,0.718248217,Not Significant,Not Significant
P62304,SNRPE,0.347901949,0.419425903,0.718248217,Not Significant,Not Significant
P82933,MRPS9,0.963874489,0.41900771,0.718248217,Not Significant,Not Significant
Q14966,ZNF638,-1.233732973,0.419734587,0.718248217,Not Significant,Not Significant
Q96P16,RPRD1A,-3.195272075,0.419273961,0.718248217,Not Significant,Not Significant
Q9Y2R9,MRPS7,3.662302898,0.421702544,0.720579105,Not Significant,Not Significant
O75643,SNRNP200,-0.346130004,0.422959835,0.722143227,Not Significant,Not Significant
P06730,EIF4E,1.476654674,0.423944811,0.723240259,Not Significant,Not Significant
P00734,F2,1.869178886,0.424965071,0.724130566,Not Significant,Not Significant
P23141,CES1,2.181226137,0.425152415,0.724130566,Not Significant,Not Significant
Q9UBQ5,EIF3K,3.250362059,0.425724539,0.72452073,Not Significant,Not Significant
Q08945,SSRP1,1.456082552,0.426582434,0.725396217,Not Significant,Not Significant
P49321,NASP,-1.738676968,0.427215258,0.725887871,Not Significant,Not Significant
P83916,CBX1,-0.656395537,0.428196143,0.726969657,Not Significant,Not Significant
P18669,PGAM1,-0.943056225,0.429298219,0.727670817,Not Significant,Not Significant
Q9UEY8,ADD3,0.957918011,0.429249691,0.727670817,Not Significant,Not Significant
P30084,ECHS1,0.264391033,0.429798106,0.727933922,Not Significant,Not Significant
O14974,PPP1R12A,-2.465551911,0.43077069,0.728996552,Not Significant,Not Significant
P05387,RPLP2,0.67161939,0.432347978,0.730498969,Not Significant,Not Significant
P47756,CAPZB,-0.638148345,0.43247328,0.730498969,Not Significant,Not Significant
Q969Q0,RPL36AL,-1.049893227,0.43300115,0.730498969,Not Significant,Not Significant
Q9BQ39,DDX50,-2.151772697,0.433042003,0.730498969,Not Significant,Not Significant
O43172,PRPF4,-0.285799548,0.433636859,0.730738143,Not Significant,Not Significant
O95478,NSA2,-5.270060643,0.433969094,0.730738143,Not Significant,Not Significant
P60468,SEC61B,0.32745034,0.434567759,0.730738143,Not Significant,Not Significant
Q15643,TRIP11,1.361635476,0.434267295,0.730738143,Not Significant,Not Significant
O94907,DKK1,-0.615273822,0.43833708,0.731161296,Not Significant,Not Significant
P05787,KRT8,-0.274118848,0.436847474,0.731161296,Not Significant,Not Significant
P08238,HSP90AB1,-0.305364794,0.436091946,0.731161296,Not Significant,Not Significant
P27105,STOM,2.975965565,0.436875136,0.731161296,Not Significant,Not Significant
P33121,ACSL1,0.856243863,0.438627539,0.731161296,Not Significant,Not Significant
P56192,MARS,-0.048205405,0.437455446,0.731161296,Not Significant,Not Significant
Q06265,EXOSC9,0.804784258,0.437833829,0.731161296,Not Significant,Not Significant
Q14558,PRPSAP1,-1.359914281,0.435753385,0.731161296,Not Significant,Not Significant
Q6P1J9,CDC73,-1.981987067,0.437661757,0.731161296,Not Significant,Not Significant
Q7Z7H5,TMED4,0.349675575,0.437100065,0.731161296,Not Significant,Not Significant
Q9NZT2,OGFR,-6.004416581,0.438627331,0.731161296,Not Significant,Not Significant
O95232,LUC7L3,-0.26838567,0.439345685,0.731780826,Not Significant,Not Significant
P45974,USP5,-1.931449546,0.441102637,0.732793522,Not Significant,Not Significant
Q14318,FKBP8,2.196880687,0.441618106,0.732793522,Not Significant,Not Significant
Q5JU69,TOR2A,-1.010306672,0.44168852,0.732793522,Not Significant,Not Significant
Q92572,AP3S1,0.652801195,0.440685845,0.732793522,Not Significant,Not Significant
Q9Y5M8,SRPRB,5.876078505,0.44089545,0.732793522,Not Significant,Not Significant
Q86VP6,CAND1,-1.154071655,0.442418683,0.733428775,Not Significant,Not Significant
O00232,PSMD12,-0.692104833,0.444843751,0.735166673,Not Significant,Not Significant
P54886,ALDH18A1,0.109834154,0.445506826,0.735166673,Not Significant,Not Significant
P78406,RAE1,0.659695032,0.444405318,0.735166673,Not Significant,Not Significant
Q07817,BCL2L1,0.60388938,0.444352675,0.735166673,Not Significant,Not Significant
Q1KMD3,HNRNPUL2,-0.174836167,0.445462571,0.735166673,Not Significant,Not Significant
Q9BUJ2,HNRNPUL1,-0.230343925,0.445555559,0.735166673,Not Significant,Not Significant
Q04828,AKR1C1,0.845977617,0.446196021,0.735245921,Not Significant,Not Significant
Q13283,G3BP1,2.389057146,0.446647972,0.735245921,Not Significant,Not Significant
Q92667,AKAP1,-0.820214837,0.446442656,0.735245921,Not Significant,Not Significant
Q96AB3,ISOC2,0.388655084,0.447042588,0.735322388,Not Significant,Not Significant
O60216,RAD21,1.252790598,0.44878643,0.736390562,Not Significant,Not Significant
O60684,KPNA6,-0.736928916,0.450830017,0.736390562,Not Significant,Not Significant
P13929,ENO3,-2.286038068,0.449742113,0.736390562,Not Significant,Not Significant
P16152,CBR1,-3.507620525,0.450200681,0.736390562,Not Significant,Not Significant
P22087,FBL,-0.34118316,0.450759785,0.736390562,Not Significant,Not Significant
P28370,SMARCA1,-0.945099642,0.449993216,0.736390562,Not Significant,Not Significant
Q9HBL0,TNS1,0.663026956,0.448553019,0.736390562,Not Significant,Not Significant
Q9NY93,DDX56,5.2056715,0.450556493,0.736390562,Not Significant,Not Significant
Q9UKJ3,GPATCH8,-0.418092258,0.448613953,0.736390562,Not Significant,Not Significant
P31937,HIBADH,-0.340944387,0.451490057,0.736551503,Not Significant,Not Significant
P60059,SEC61G,0.375889227,0.45162604,0.736551503,Not Significant,Not Significant
Q9UL12,SARDH,1.085123481,0.452161974,0.736856549,Not Significant,Not Significant
P46937,YAP1,-8.40729388,0.453816829,0.738615239,Not Significant,Not Significant
Q6P1M3,LLGL2,0.565605036,0.453940616,0.738615239,Not Significant,Not Significant
P22626,HNRNPA2B1,-0.10610078,0.454747778,0.738790237,Not Significant,Not Significant
Q9NR56,MBNL1,-0.270403669,0.454605531,0.738790237,Not Significant,Not Significant
P49458,SRP9,-0.166926022,0.456031436,0.739224018,Not Significant,Not Significant
Q14204,DYNC1H1,-1.148205025,0.455824385,0.739224018,Not Significant,Not Significant
Q6UXD5,SEZ6L2,3.814162552,0.456064818,0.739224018,Not Significant,Not Significant
Q16851,UGP2,-1.646479763,0.457673811,0.741263105,Not Significant,Not Significant
P27635,RPL10,-0.300451455,0.459323793,0.742227889,Not Significant,Not Significant
Q14980,NUMA1,1.502999852,0.458780657,0.742227889,Not Significant,Not Significant
Q7Z2W9,MRPL21,2.893731719,0.458981321,0.742227889,Not Significant,Not Significant
Q13393,PLD1,0.875549161,0.460307758,0.742366805,Not Significant,Not Significant
Q96RP9,GFM1,-6.510365348,0.460464259,0.742366805,Not Significant,Not Significant
Q9Y617,PSAT1,9.060173164,0.460008482,0.742366805,Not Significant,Not Significant
P04075,ALDOA,-0.967221367,0.461821962,0.743420719,Not Significant,Not Significant
Q00059,TFAM,-0.457523913,0.461701265,0.743420719,Not Significant,Not Significant
P27348,YWHAQ,16.8353358,0.462559542,0.743474697,Not Significant,Not Significant
Q9H0D6,XRN2,0.42023171,0.462403423,0.743474697,Not Significant,Not Significant
Q969X5,ERGIC1,0.911304537,0.465375718,0.746864374,Not Significant,Not Significant
Q9BVL2,NUP58,-0.28140572,0.465150903,0.746864374,Not Significant,Not Significant
Q9HD33,MRPL47,1.93812882,0.466216839,0.747646138,Not Significant,Not Significant
